광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사
코웨이_노블정수기:위생 최종편_30,2022-02-21,30,가정용전기전자,가사용전기전자,가사용전기전자제품종합,코웨이(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문
"애드크로스_쏘팔,코사놀 1000:드디어 200만 박스 돌파(A)편_60",2022-02-21,60,제약및의료,제약및의료기타,제약및의료기업PR,애드크로스,미입력,미입력
오펠라헬스케어코리아_세노비스 키즈: 삼총사편_15,2022-02-21,15,식품,건강식품,건강식품제품종합,오펠라헬스케어코리아(주),옴니콤미디어그룹코리아(주),레오버넷
애드크로스_CJ쏘팔메토 코사놀:남진편_60,2022-02-21,60,제약및의료,제약및의료기타,제약및의료기업PR,애드크로스,미입력,미입력
아디다스코리아_아디다스 Anthem_30,2022-02-21,30,그룹및기업광고,기타광고,기타기업기타,아디다스코리아(유),그룹엠코리아 주식회사,컬러드스톤
"참존_톤업핏 마스크:우린, 블랙라벨이라 부른다편_30",2022-02-21,30,패션,패션기타,패션기타,(주)참존,(주)대홍기획,대홍기획
"바디프랜드_더파라오,라클라우드 통합편_30",2022-02-21,30,가정용품,가정용품기타,가정용품기타,주식회사 바디프랜드,TBWA KOREA(주),(주)바디프랜드
두산_기업PR:새로운 두산을 소개합니다편_30,2022-02-21,30,그룹및기업광고,그룹광고,그룹PR,주식회사 두산,(주)오리콤,오리콤
인코미디어넷_우리집 보험주치의_60,2022-02-21,60,"금융,보험및증권",금융및보험,금융및보험기타,인코미디어넷,미입력,미입력
"애드크로스_쏘팔,코사놀 1000:드디어 200만 박스 돌파편_60",2022-02-21,60,제약및의료,제약및의료기타,제약및의료기업PR,애드크로스,미입력,미입력
아디다스코리아_아디다스:난 가능하니까편_30,2022-02-21,30,그룹및기업광고,기타광고,기타기업기타,아디다스코리아(유),그룹엠코리아 주식회사,컬러드스톤
참존_참존 톤업핏 블랙라벨:시대를 앞서가는 마스크편_15,2022-02-21,15,패션,패션기타,패션기타,(주)참존,(주)대홍기획,대홍기획
훼이스_네이팡 : 야외활동엔 네이팡편_15,2022-02-21,15,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,주식회사 훼이스,직거래,(주)퍼플커머스
